id,title,company,location,salary,type,description,posted,skills
520,AI Engineer,OpenAI,"Palo Alto, CA",$139K - $183K,Remote,Exciting opportunity for a AI Engineer to join our growing team. We value innovation and excellence. Join us to make a real impact.,Just now,"General Tech, Problem Solving"
521,Analytics Engineer,Meta,"Palo Alto, CA",$194K - $226K,Remote,Exciting opportunity for a Analytics Engineer to join our growing team. We value innovation and excellence. Experience with agile methodologies is preferred for this role.,Just now,"General Tech, Problem Solving"
522,Data Engineer,Google AI,"Bangalore, India",$206K - $274K,Contract,Exciting opportunity for a Data Engineer to join our growing team. We value innovation and excellence. Be part of a diverse team pushing technological boundaries.,Just now,"General Tech, Problem Solving"
523,Computer Vision Engineer,Microsoft,"Tel Aviv, Israel",$251K - $320K,Remote,Exciting opportunity for a Computer Vision Engineer to join our growing team. We value innovation and excellence. Looking for a self-motivated individual who loves solving complex problems.,Just now,"General Tech, Problem Solving"
524,AI Product Manager,IBM,"Berlin, Germany",$244K - $279K,Contract,Exciting opportunity for a AI Product Manager to join our growing team. We value innovation and excellence. Experience with agile methodologies is preferred for this role.,Just now,"General Tech, Problem Solving"
525,Data Scientist,Salesforce,"Palo Alto, CA",$204K - $244K,Full-time,"We are looking for a Data Scientist to build predictive models and recommendation engines. You will work with large-scale data systems, implement feature engineering pipelines, and evaluate model performance in production. Strong mathematical foundation and experience with A/B testing are essential for this role. Looking for a self-motivated individual who loves solving complex problems.",Just now,"Python, R, SQL, Pandas, Scikit-Learn, Data Visualization"
526,MLOps Engineer,Meta,"Austin, TX",$204K - $283K,Full-time,Exciting opportunity for a MLOps Engineer to join our growing team. We value innovation and excellence. Be part of a diverse team pushing technological boundaries.,Just now,"General Tech, Problem Solving"
527,Deep Learning Engineer,Palantir,"Palo Alto, CA",$242K - $309K,Full-time,Exciting opportunity for a Deep Learning Engineer to join our growing team. We value innovation and excellence. We offer competitive benefits and a remote-friendly culture.,Just now,"General Tech, Problem Solving"
528,Analytics Engineer,Amazon Web Services,"London, UK (Remote)",$230K - $298K,Full-time,Exciting opportunity for a Analytics Engineer to join our growing team. We value innovation and excellence. Experience with agile methodologies is preferred for this role.,Just now,"General Tech, Problem Solving"
529,Deep Learning Engineer,NVIDIA,"Tokyo, Japan",$132K - $225K,Remote,Exciting opportunity for a Deep Learning Engineer to join our growing team. We value innovation and excellence. We offer competitive benefits and a remote-friendly culture.,Just now,"General Tech, Problem Solving"
530,Prompt Engineer,Intel,"Palo Alto, CA",$167K - $222K,Remote,Exciting opportunity for a Prompt Engineer to join our growing team. We value innovation and excellence. We offer competitive benefits and a remote-friendly culture.,Just now,"General Tech, Problem Solving"
531,Data Architect,Microsoft,"Toronto, Canada",$243K - $295K,Contract,Exciting opportunity for a Data Architect to join our growing team. We value innovation and excellence. Looking for a self-motivated individual who loves solving complex problems.,Just now,"General Tech, Problem Solving"
532,Data Engineer,Tesla,"Seattle, WA",$139K - $169K,Contract,Exciting opportunity for a Data Engineer to join our growing team. We value innovation and excellence. We offer competitive benefits and a remote-friendly culture.,Just now,"General Tech, Problem Solving"
533,AI Product Manager,Tesla,"Austin, TX",$249K - $307K,Remote,Exciting opportunity for a AI Product Manager to join our growing team. We value innovation and excellence. Join us to make a real impact.,Just now,"General Tech, Problem Solving"
534,AI Engineer,OpenAI,"Palo Alto, CA",$177K - $239K,Contract,Exciting opportunity for a AI Engineer to join our growing team. We value innovation and excellence. We offer competitive benefits and a remote-friendly culture.,Just now,"General Tech, Problem Solving"
535,AI Product Manager,Tesla,"New York, NY",$278K - $367K,Full-time,Exciting opportunity for a AI Product Manager to join our growing team. We value innovation and excellence. Join us to make a real impact.,Just now,"General Tech, Problem Solving"
536,Backend AI Developer,Databricks,Remote,$225K - $284K,Remote,Exciting opportunity for a Backend AI Developer to join our growing team. We value innovation and excellence. Be part of a diverse team pushing technological boundaries.,Just now,"General Tech, Problem Solving"
537,AI Researcher,Scale AI,"Bangalore, India",$204K - $269K,Full-time,Exciting opportunity for a AI Researcher to join our growing team. We value innovation and excellence. Be part of a diverse team pushing technological boundaries.,Just now,"General Tech, Problem Solving"
538,AI Ethicist,NVIDIA,"San Francisco, CA",$194K - $224K,Full-time,Exciting opportunity for a AI Ethicist to join our growing team. We value innovation and excellence. Be part of a diverse team pushing technological boundaries.,Just now,"General Tech, Problem Solving"
539,AI Engineer,Meta,"Palo Alto, CA",$239K - $282K,Contract,Exciting opportunity for a AI Engineer to join our growing team. We value innovation and excellence. We offer competitive benefits and a remote-friendly culture.,Just now,"General Tech, Problem Solving"
540,Prompt Engineer,Salesforce,"Seattle, WA",$221K - $262K,Full-time,Exciting opportunity for a Prompt Engineer to join our growing team. We value innovation and excellence. Be part of a diverse team pushing technological boundaries.,Just now,"General Tech, Problem Solving"
541,Computer Vision Engineer,IBM,"Tel Aviv, Israel",$133K - $220K,Remote,Exciting opportunity for a Computer Vision Engineer to join our growing team. We value innovation and excellence. We offer competitive benefits and a remote-friendly culture.,Just now,"General Tech, Problem Solving"
542,AI Product Manager,Scale AI,Singapore,$218K - $303K,Full-time,Exciting opportunity for a AI Product Manager to join our growing team. We value innovation and excellence. Looking for a self-motivated individual who loves solving complex problems.,Just now,"General Tech, Problem Solving"
543,AI Engineer,Databricks,"London, UK (Remote)",$263K - $362K,Full-time,Exciting opportunity for a AI Engineer to join our growing team. We value innovation and excellence. We offer competitive benefits and a remote-friendly culture.,Just now,"General Tech, Problem Solving"
544,Data Engineer,Databricks,"San Francisco, CA",$139K - $176K,Full-time,Exciting opportunity for a Data Engineer to join our growing team. We value innovation and excellence. Experience with agile methodologies is preferred for this role.,Just now,"General Tech, Problem Solving"
